id;scene;friendly_name;location;type;x;y;z;renderscene;rendertype;context;room;game;requierements;tooltip
0x20000;BENEATH_THE_GRAVEYARD;Rupee 3;MM Beneath The Graveyard Rupee 3;rupee;355;291;0;BENEATH_THE_GRAVEYARD;rupee;All;0;mm;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x30000;BENEATH_THE_GRAVEYARD;Rupee 4;MM Beneath The Graveyard Rupee 4;rupee;341;284;0;BENEATH_THE_GRAVEYARD;rupee;All;0;mm;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x40000;BENEATH_THE_GRAVEYARD;Rupee 5;MM Beneath The Graveyard Rupee 5;rupee;327;291;0;BENEATH_THE_GRAVEYARD;rupee;All;0;mm;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x50000;BENEATH_THE_GRAVEYARD;Rupee 6;MM Beneath The Graveyard Rupee 6;rupee;327;305;0;BENEATH_THE_GRAVEYARD;rupee;All;0;mm;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
0x60000;BENEATH_THE_GRAVEYARD;Rupee 7;MM Beneath The Graveyard Rupee 7;rupee;341;299;0;BENEATH_THE_GRAVEYARD;rupee;All;0;mm;Soul of Stalchildren (MM), Captain's Hat, Clock (Night 2) / Clock (Night 1) + Bunny Hood (MM) + Hover Boots (MM);
SONG_STORMS;BENEATH_THE_GRAVEYARD;Song of Storms;MM Beneath The Graveyard Song of Storms;npc;902;492;0;BENEATH_THE_GRAVEYARD;npc;All;0;mm;Din's fire (MM) / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of Iron Knuckles (MM), Soul of Composer Bros. (MM), Clock (Night 1) / Clock (Night 2) + Bunny Hood (MM) + Hover Boots (MM);Defeat the <b>Iron Knuckle</b>
0x17;BENEATH_THE_WELL;Cow;MM Beneath The Well Cow;cow;1313;914;0;BENEATH_THE_WELL;cow;All;0;mm;Hot Spring Water, Fairy Ocarina / Ocarina of Time, Epona's Song (MM), C-Up + C-Left + C-Right buttons (MM), Soul of Cows (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;Play <b>Epona's Song</b> next to the cow
0x00b04;BENEATH_THE_WELL;Fairy 1;MM Beneath The Well Fairy Fountain Fairy 1;fairy;622;100;0;BENEATH_THE_WELL;fairy;All;0;mm;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x10b04;BENEATH_THE_WELL;Fairy 2;MM Beneath The Well Fairy Fountain Fairy 2;fairy;637;95;0;BENEATH_THE_WELL;fairy;All;0;mm;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x20b04;BENEATH_THE_WELL;Fairy 3;MM Beneath The Well Fairy Fountain Fairy 3;fairy;607;94;0;BENEATH_THE_WELL;fairy;All;0;mm;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x30b04;BENEATH_THE_WELL;Fairy 4;MM Beneath The Well Fairy Fountain Fairy 4;fairy;622;82;0;BENEATH_THE_WELL;fairy;All;0;mm;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x40b04;BENEATH_THE_WELL;Fairy 5;MM Beneath The Well Fairy Fountain Fairy 5;fairy;640;80;0;BENEATH_THE_WELL;fairy;All;0;mm;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x50b04;BENEATH_THE_WELL;Fairy 6;MM Beneath The Well Fairy Fountain Fairy 6;fairy;604;80;0;BENEATH_THE_WELL;fairy;All;0;mm;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x60b04;BENEATH_THE_WELL;Fairy 7;MM Beneath The Well Fairy Fountain Fairy 7;fairy;629;67;0;BENEATH_THE_WELL;fairy;All;0;mm;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x70b04;BENEATH_THE_WELL;Fairy 8;MM Beneath The Well Fairy Fountain Fairy 8;fairy;612;67;0;BENEATH_THE_WELL;fairy;All;0;mm;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00309;BENEATH_THE_WELL;Before Poe 1;MM Beneath The Well Grass Before Poe 1;grass;1082;1006;0;BENEATH_THE_WELL;grass;All;0;mm;10 Deku Nuts, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0030a;BENEATH_THE_WELL;Before Poe 2;MM Beneath The Well Grass Before Poe 2;grass;1077;1017;0;BENEATH_THE_WELL;grass;All;0;mm;10 Deku Nuts, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0030b;BENEATH_THE_WELL;Before Poe 3;MM Beneath The Well Grass Before Poe 3;grass;1067;1010;0;BENEATH_THE_WELL;grass;All;0;mm;10 Deku Nuts, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0030c;BENEATH_THE_WELL;Before Poe 4;MM Beneath The Well Grass Before Poe 4;grass;1059;996;0;BENEATH_THE_WELL;grass;All;0;mm;10 Deku Nuts, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00906;BENEATH_THE_WELL;Cow 1;MM Beneath The Well Grass Cow 1;grass;1318;935;0;BENEATH_THE_WELL;grass;All;0;mm;Hot Spring Water, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00907;BENEATH_THE_WELL;Cow 2;MM Beneath The Well Grass Cow 2;grass;1303;928;0;BENEATH_THE_WELL;grass;All;0;mm;Hot Spring Water, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00908;BENEATH_THE_WELL;Cow 3;MM Beneath The Well Grass Cow 3;grass;1294;915;0;BENEATH_THE_WELL;grass;All;0;mm;Hot Spring Water, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00516;BENEATH_THE_WELL;Left Side 1;MM Beneath The Well Grass Left Side 1;grass;543;538;0;BENEATH_THE_WELL;grass;All;0;mm;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00517;BENEATH_THE_WELL;Left Side 2;MM Beneath The Well Grass Left Side 2;grass;536;558;0;BENEATH_THE_WELL;grass;All;0;mm;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00713;BENEATH_THE_WELL;Near End 1;MM Beneath The Well Grass Near End 1;grass;832;537;0;BENEATH_THE_WELL;grass;All;0;mm;Big Poe, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00714;BENEATH_THE_WELL;Near End 2;MM Beneath The Well Grass Near End 2;grass;830;550;0;BENEATH_THE_WELL;grass;All;0;mm;Big Poe, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00715;BENEATH_THE_WELL;Near End 3;MM Beneath The Well Grass Near End 3;grass;819;557;0;BENEATH_THE_WELL;grass;All;0;mm;Big Poe, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00716;BENEATH_THE_WELL;Near End 4;MM Beneath The Well Grass Near End 4;grass;819;531;0;BENEATH_THE_WELL;grass;All;0;mm;Big Poe, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x00717;BENEATH_THE_WELL;Near End 5;MM Beneath The Well Grass Near End 5;grass;809;540;0;BENEATH_THE_WELL;grass;All;0;mm;Big Poe, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x02;BENEATH_THE_WELL;Keese;MM Beneath The Well Keese Chest;chest;842;452;0;BENEATH_THE_WELL;chest;All;0;mm;Bugs, Soul of Keeses (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;Defeat all the <b>Keeses</b>
0x1b;BENEATH_THE_WELL;Mirror Shield;MM Beneath The Well Mirror Shield;chest;1086;431;0;BENEATH_THE_WELL;chest;All;0;mm;Milk, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of ReDeads / Gibdos (MM), Gibdo Mask;Light up the two torches
0x0c05;BENEATH_THE_WELL;Big Poe 1;MM Beneath The Well Pot Big Poe 1;pot;1167;738;0;BENEATH_THE_WELL;pot;All;0;mm;10 Bombs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0c06;BENEATH_THE_WELL;Big Poe 2;MM Beneath The Well Pot Big Poe 2;pot;1163;603;0;BENEATH_THE_WELL;pot;All;0;mm;11 Bombs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0c07;BENEATH_THE_WELL;Big Poe 3;MM Beneath The Well Pot Big Poe 3;pot;1019;738;0;BENEATH_THE_WELL;pot;All;0;mm;12 Bombs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0c08;BENEATH_THE_WELL;Big Poe 4;MM Beneath The Well Pot Big Poe 4;pot;1016;603;0;BENEATH_THE_WELL;pot;All;0;mm;13 Bombs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0511;BENEATH_THE_WELL;Left Side 1;MM Beneath The Well Pot Left Side 1;pot;710;530;1;BENEATH_THE_WELL;pot;All;0;mm;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0512;BENEATH_THE_WELL;Left Side 2;MM Beneath The Well Pot Left Side 2;pot;710;550;3;BENEATH_THE_WELL;pot;All;0;mm;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0513;BENEATH_THE_WELL;Left Side 3;MM Beneath The Well Pot Left Side 3;pot;710;520;0;BENEATH_THE_WELL;pot;All;0;mm;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0514;BENEATH_THE_WELL;Left Side 4;MM Beneath The Well Pot Left Side 4;pot;710;560;4;BENEATH_THE_WELL;pot;All;0;mm;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0515;BENEATH_THE_WELL;Left Side 5;MM Beneath The Well Pot Left Side 5;pot;710;540;2;BENEATH_THE_WELL;pot;All;0;mm;Spring Water, Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade (MM), Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x060e;BENEATH_THE_WELL;Middle 1;MM Beneath The Well Pot Middle 01;pot;921;750;9;BENEATH_THE_WELL;pot;All;0;mm;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x060f;BENEATH_THE_WELL;Middle 2;MM Beneath The Well Pot Middle 02;pot;921;740;8;BENEATH_THE_WELL;pot;All;0;mm;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0610;BENEATH_THE_WELL;Middle 3;MM Beneath The Well Pot Middle 03;pot;921;730;7;BENEATH_THE_WELL;pot;All;0;mm;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0611;BENEATH_THE_WELL;Middle 4;MM Beneath The Well Pot Middle 04;pot;921;720;6;BENEATH_THE_WELL;pot;All;0;mm;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0612;BENEATH_THE_WELL;Middle 5;MM Beneath The Well Pot Middle 05;pot;921;710;5;BENEATH_THE_WELL;pot;All;0;mm;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0613;BENEATH_THE_WELL;Middle 6;MM Beneath The Well Pot Middle 06;pot;921;700;4;BENEATH_THE_WELL;pot;All;0;mm;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0614;BENEATH_THE_WELL;Middle 7;MM Beneath The Well Pot Middle 07;pot;921;690;3;BENEATH_THE_WELL;pot;All;0;mm;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0615;BENEATH_THE_WELL;Middle 8;MM Beneath The Well Pot Middle 08;pot;921;680;2;BENEATH_THE_WELL;pot;All;0;mm;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0616;BENEATH_THE_WELL;Middle 9;MM Beneath The Well Pot Middle 09;pot;921;670;1;BENEATH_THE_WELL;pot;All;0;mm;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x0617;BENEATH_THE_WELL;Middle 10;MM Beneath The Well Pot Middle 10;pot;921;660;0;BENEATH_THE_WELL;pot;All;0;mm;Fish, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
0x01;BENEATH_THE_WELL;Skulltulla;MM Beneath The Well Skulltulla Chest;chest;715;719;0;BENEATH_THE_WELL;chest;All;0;mm;Bugs, Soul of ReDeads / Gibdos (MM), Gibdo Mask;
SWORD_GILDED;BLACKSMITH;Gilded Sword;MM Blacksmith Gilded Sword;npc;543;204;0;BLACKSMITH;npc;All;0;mm;Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of Blacksmiths;Give the <b>Gold Dust</b> to <b>Zubora</b>
0x10004;BLACKSMITH;Potted Plant 1;MM Blacksmith Potted Plant 1 Grass;grass;687;308;1;BLACKSMITH;grass;All;0;mm;;
0x00004;BLACKSMITH;Potted Plant 1;MM Blacksmith Potted Plant 1 Pot;pot;687;294;0;BLACKSMITH;pot;All;0;mm;;
0x10008;BLACKSMITH;Potted Plant 2;MM Blacksmith Potted Plant 2 Grass;grass;690;395;1;BLACKSMITH;grass;All;0;mm;;
0x00008;BLACKSMITH;Potted Plant 2;MM Blacksmith Potted Plant 2 Pot;pot;690;379;0;BLACKSMITH;pot;All;0;mm;;
SWORD_RAZOR;BLACKSMITH;Razor Blade;MM Blacksmith Razor Blade;npc;394;309;0;BLACKSMITH;npc;All;0;mm;Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade, Soul of Blacksmiths;Pay <b>100</b> rupees to get the sword upgrade
0x02;BOMB_SHOP;Bomb Bag;MM Bomb Shop Bomb Bag;shop;489;290;0;BOMB_SHOP;shop;All;0;mm;Soul of Citizens (MM);
0x03;BOMB_SHOP;Large Bomb Bag;MM Bomb Shop Bomb Bag 2;shop;521;295;0;BOMB_SHOP;shop;All;0;mm;Clock (Night 1), Soul of Citizens (MM);Save the old lady from being robbed by <b>Sakon</b> in <b>North Clock Town</b> at 12AM on first night
0x00;BOMB_SHOP;Item 1;MM Bomb Shop Item 1;shop;424;281;0;BOMB_SHOP;shop;All;0;mm;Soul of Citizens (MM);
0x01;BOMB_SHOP;Item 2;MM Bomb Shop Item 2;shop;455;286;0;BOMB_SHOP;shop;All;0;mm;Soul of Citizens (MM);
0x00020;CASTLE_IKANA;Grass 1;MM Ancient Castle of Ikana Grass 01;grass;692;175;0;CASTLE_IKANA;grass;All;0;mm;;
0x00021;CASTLE_IKANA;Grass 2;MM Ancient Castle of Ikana Grass 02;grass;671;165;0;CASTLE_IKANA;grass;All;0;mm;;
0x00022;CASTLE_IKANA;Grass 3;MM Ancient Castle of Ikana Grass 03;grass;691;152;0;CASTLE_IKANA;grass;All;0;mm;;
0x00023;CASTLE_IKANA;Grass 4;MM Ancient Castle of Ikana Grass 04;grass;682;220;0;CASTLE_IKANA;grass;All;0;mm;;
0x00024;CASTLE_IKANA;Grass 5;MM Ancient Castle of Ikana Grass 05;grass;683;296;0;CASTLE_IKANA;grass;All;0;mm;;
0x00025;CASTLE_IKANA;Grass 6;MM Ancient Castle of Ikana Grass 06;grass;527;358;0;CASTLE_IKANA;grass;All;0;mm;;
0x00026;CASTLE_IKANA;Grass 7;MM Ancient Castle of Ikana Grass 07;grass;527;376;0;CASTLE_IKANA;grass;All;0;mm;;
0x00027;CASTLE_IKANA;Grass 8;MM Ancient Castle of Ikana Grass 08;grass;545;358;0;CASTLE_IKANA;grass;All;0;mm;;
0x00028;CASTLE_IKANA;Grass 9;MM Ancient Castle of Ikana Grass 09;grass;273;215;0;CASTLE_IKANA;grass;All;0;mm;;
0x00029;CASTLE_IKANA;Grass 10;MM Ancient Castle of Ikana Grass 10;grass;215;40;0;CASTLE_IKANA;grass;All;0;mm;;
0x0002a;CASTLE_IKANA;Grass 11;MM Ancient Castle of Ikana Grass 11;grass;214;59;0;CASTLE_IKANA;grass;All;0;mm;;
0x0002b;CASTLE_IKANA;Grass 12;MM Ancient Castle of Ikana Grass 12;grass;239;40;0;CASTLE_IKANA;grass;All;0;mm;;
0x0a;CASTLE_IKANA;Pillar - Heart Piece;MM Ancient Castle of Ikana HP;collectible;249;19;0;CASTLE_IKANA;collectible;All;0;mm;Deku Mask;Shoot the crystal switch and use the deku flowers to reach the last pillar
0x0107;CASTLE_IKANA;Entrance 1;MM Ancient Castle of Ikana Pot Entrance 1;pot;447;588;0;CASTLE_IKANA;pot;All;1;mm;;
0x0108;CASTLE_IKANA;Entrance 2;MM Ancient Castle of Ikana Pot Entrance 2;pot;505;588;0;CASTLE_IKANA;pot;All;1;mm;;
0x001e;CASTLE_IKANA;Exterior;MM Ancient Castle of Ikana Pot Exterior;pot;719;65;0;CASTLE_IKANA;pot;All;0;mm;;
0x0208;CASTLE_IKANA;Left - First Room 1;MM Ancient Castle of Ikana Pot Left First Room 1;pot;373;496;0;CASTLE_IKANA;pot;All;1;mm;Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade;
0x0209;CASTLE_IKANA;Left - First Room 2;MM Ancient Castle of Ikana Pot Left First Room 2;pot;373;528;0;CASTLE_IKANA;pot;All;1;mm;Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade;
0x040b;CASTLE_IKANA;Left - Second Room 1;MM Ancient Castle of Ikana Pot Left Second Room 1;pot;401;200;0;CASTLE_IKANA;pot;All;1;mm;Deku Mask;
0x040c;CASTLE_IKANA;Left - Second Room 2;MM Ancient Castle of Ikana Pot Left Second Room 2;pot;401;230;2;CASTLE_IKANA;pot;All;1;mm;Deku Mask;
0x040d;CASTLE_IKANA;Left - Second Room 3;MM Ancient Castle of Ikana Pot Left Second Room 3;pot;401;220;1;CASTLE_IKANA;pot;All;1;mm;Deku Mask;
0x040e;CASTLE_IKANA;Left - Second Room 4;MM Ancient Castle of Ikana Pot Left Second Room 4;pot;401;210;0;CASTLE_IKANA;pot;All;1;mm;Deku Mask;
0x0602;CASTLE_IKANA;Left - Third Room 1;MM Ancient Castle of Ikana Pot Left Third Room 1;pot;314;35;0;CASTLE_IKANA;pot;All;1;mm;;
0x0603;CASTLE_IKANA;Left - Third Room 2;MM Ancient Castle of Ikana Pot Left Third Room 2;pot;354;35;0;CASTLE_IKANA;pot;All;1;mm;;
0x0704;CASTLE_IKANA;Right 1;MM Ancient Castle of Ikana Pot Right 1;pot;605;35;0;CASTLE_IKANA;pot;All;1;mm;Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade;
0x0705;CASTLE_IKANA;Right 2;MM Ancient Castle of Ikana Pot Right 2;pot;647;35;0;CASTLE_IKANA;pot;All;1;mm;Din's Fire / Bow (MM) + Fire Arrow (MM), Magic Upgrade;
0x0002;CASTLE_IKANA;Boss 1;MM Ancient Castle of Ikana Boss Pot 1;none;0;0;0;CASTLE_IKANA;none;All;1;mm;;
0x0003;CASTLE_IKANA;Boss 2;MM Ancient Castle of Ikana Boss Pot 2;none;0;0;0;CASTLE_IKANA;none;All;1;mm;;
0x0004;CASTLE_IKANA;Boss 3;MM Ancient Castle of Ikana Boss Pot 3;none;0;0;0;CASTLE_IKANA;none;All;1;mm;;
0x0005;CASTLE_IKANA;Boss 4;MM Ancient Castle of Ikana Boss Pot 4;none;0;0;0;CASTLE_IKANA;none;All;1;mm;;
0x0105;CASTLE_IKANA;Boss 5;MM Ancient Castle of Ikana Boss Pot 5;none;0;0;0;CASTLE_IKANA;none;All;1;mm;;
0x0106;CASTLE_IKANA;Boss 6;MM Ancient Castle of Ikana Boss Pot 6;none;0;0;0;CASTLE_IKANA;none;All;1;mm;;
0x0107;CASTLE_IKANA;Boss 7;MM Ancient Castle of Ikana Boss Pot 7;none;0;0;0;CASTLE_IKANA;none;All;1;mm;;
0x0108;CASTLE_IKANA;Boss 8;MM Ancient Castle of Ikana Boss Pot 8;none;0;0;0;CASTLE_IKANA;none;All;1;mm;;
SONG_EMPTINESS;CASTLE_IKANA;Elegy of Emptiness;MM Ancient Castle of Ikana Song Emptiness;none;0;0;0;CASTLE_IKANA;none;All;1;mm;;
0x0003;CLOCK_TOWER_ROOFTOP;Pot 1;MM Clock Tower Roof Pot 1;pot;580;195;0;CLOCK_TOWER_ROOFTOP;pot;All;0;mm;Clock (Night 3);
0x0004;CLOCK_TOWER_ROOFTOP;Pot 2;MM Clock Tower Roof Pot 2;pot;362;195;0;CLOCK_TOWER_ROOFTOP;pot;All;0;mm;Clock (Night 3);
0x0005;CLOCK_TOWER_ROOFTOP;Pot 3;MM Clock Tower Roof Pot 3;pot;362;414;0;CLOCK_TOWER_ROOFTOP;pot;All;0;mm;Clock (Night 3);
0x0006;CLOCK_TOWER_ROOFTOP;Pot 4;MM Clock Tower Roof Pot 4;pot;580;414;0;CLOCK_TOWER_ROOFTOP;pot;All;0;mm;Clock (Night 3);
SKULL_KID_OCARINA;CLOCK_TOWER_ROOFTOP;Ocarina of Time;MM Clock Tower Roof Skull Kid Ocarina;npc;471;193;0;CLOCK_TOWER_ROOFTOP;npc;All;0;mm;Deku Mask + Magic Upgrade / Bow (MM) / Hookshot (MM) / Zora Mask (MM), Clock (Night 3);
SKULL_KID_SONG;CLOCK_TOWER_ROOFTOP;Song of Time;MM Clock Tower Roof Skull Kid Song of Time;npc;471;310;0;CLOCK_TOWER_ROOFTOP;npc;All;0;mm;Deku Mask + Magic Upgrade / Bow (MM) / Hookshot (MM) / Zora Mask (MM), Clock (Night 3);
0x0000a;CLOCK_TOWN_EAST;Small Crate 1;MM Clock Town East Small Crate 1;crate;449;352;0;CLOCK_TOWN_EAST;crate;All;0;mm;;
0x0000b;CLOCK_TOWN_EAST;Small Crate 2;MM Clock Town East Small Crate 2;crate;407;413;0;CLOCK_TOWN_EAST;crate;All;0;mm;;
