Requiem of Spirit;song_orange
Nocturne of Shadow;song_purple
Prelude of Light;song_yellow
Zelda's Lullaby;song
Epona's Song (OoT);song
Saria's Song;song
Sun's Song (OoT);song
Song of Time (OoT);song
Song of Storms (OoT);song
Elegy of Emptiness (OoT);song_orange
Minuet of Forest Note;song_green
Bolero of Fire Note;song_red
Serenade of Water Note;song_blue
Requiem of Spirit Note;song_orange
Nocturne of Shadow Note;song_purple
Prelude of Light Note;song_yellow
Zelda's Lullaby Note;song
Epona's Song Note (OoT);song
Saria's Song Note;song
Sun's Song Note (OoT);song
Song of Time Note (OoT);song
Song of Storms Note (OoT);song
Elegy of Emptiness Note (OoT);song_orange
Master Sword;master
Kokiri's Emerald;emerald
Goron's Ruby;ruby
Zora's Sapphire;saphir
Forest Medallion;forest
Fire Medallion;fire
Water Medallion;water
Spirit Medallion;spirit
Shadow Medallion;shadow
Light Medallion;light
Magic Upgrade (OoT);magic_upgrade
Larger Magic Upgrade (OoT);large_magic_upgrade
Defense Upgrade (OoT);defense
Progressive Deku Shield (OoT);deku_shield
Progressive Hylian Shield;hylian_shield
Small Key (Forest);small_key
Small Key (Fire);small_key
Small Key (Water);small_key
Small Key (Spirit);small_key
Small Key (Shadow);small_key
Small Key (Ganon);small_key
Small Key (Well);small_key
Small Key (Hideout);small_key
Small Key (GTG);small_key
Boss Key (Forest);boss_key
Boss Key (Fire);boss_key
Boss Key (Water);boss_key
Boss Key (Spirit);boss_key
Boss Key (Shadow);boss_key
Boss Key (Ganon);boss_key
Dungeon Map (Deku);map
Dungeon Map (Dodongo);map
Dungeon Map (Jabu);map
Dungeon Map (Forest);map
Dungeon Map (Fire);map
Dungeon Map (Water);map
Dungeon Map (Spirit);map
Dungeon Map (Shadow);map
Dungeon Map (Well);map
Dungeon Map (Ice);map
Compass (Deku);compass
Compass (Dodongo);compass
Compass (Jabu);compass
Compass (Forest);compass
Compass (Fire);compass
Compass (Water);compass
Compass (Spirit);compass
Compass (Shadow);compass
Compass (Well);compass
Compass (Ice);compass
Child's Wallet (OoT);child_wallet
Colossal Wallet (OoT);colossal_wallet
Triforce Piece;triforce_piece
Bottomless Wallet (OoT);bottomless_wallet
Silver Rupee (DC);sr
Silver Rupee (Well);sr
Silver Rupee (Spirit Child);sr
Silver Rupee (Spirit Sun);sr
Silver Rupee (Spirit Boulders);sr
Silver Rupee (Spirit Lobby);sr
Silver Rupee (Spirit Adult);sr
Silver Rupee (Shadow Scythe);sr
Silver Rupee (Shadow Pit);sr
Silver Rupee (Shadow Spikes);sr
Silver Rupee (Shadow Blades);sr
Silver Rupee (Ice Scythe);sr
Silver Rupee (Ice Block);sr
Silver Rupee (GTG Slopes);sr
Silver Rupee (GTG Lava);sr
Silver Rupee (GTG Water);sr
Silver Rupee (Ganon Spirit);sr
Silver Rupee (Ganon Light);sr
Silver Rupee (Ganon Fire);sr
Silver Rupee (Ganon Forest);sr
Silver Rupee (Ganon Shadow);sr
Silver Rupee (Ganon Water);sr
Soul of Stalfos;soul_of_foe
Soul of Octoroks (OoT);soul_of_foe
Soul of Wallmasters (OoT);soul_of_foe
Soul of Dodongos (OoT);soul_of_foe
Soul of Keeses (OoT);soul_of_foe
Soul of Tektites (OoT);soul_of_foe
Soul of Leevers (OoT);soul_of_foe
Soul of Peahats (OoT);soul_of_foe
Soul of Lizalfos / Dinolfos (OoT);soul_of_foe
Soul of Gohma Larvae;soul_of_foe
Soul of Shaboms;soul_of_foe
Soul of Baby Dodongos;soul_of_foe
Soul of Dark Link;soul_of_foe
Soul of Biris / Baris;soul_of_foe
Soul of Tailpasarans;soul_of_foe
Soul of Jabu-Jabu's Parasites;soul_of_foe
Soul of Skulltulas (OoT);soul_of_foe
Soul of Torch Slugs;soul_of_foe
Soul of Moblins;soul_of_foe
Soul of Armos (OoT);soul_of_foe
Soul of Deku Babas (OoT);soul_of_foe
Soul of Deku Scrubs (OoT);soul_of_foe
Soul of Bubbles (OoT);soul_of_foe
Soul of Beamos (OoT);soul_of_foe
Soul of Floormasters (OoT) (OoT);soul_of_foe
Soul of ReDeads / Gibdos;soul_of_foe
Soul of Skullwalltulas (OoT);soul_of_foe
Soul of Flare Dancers;soul_of_foe
Soul of Dead Hands;soul_of_foe
Soul of Shell Blades (OoT);soul_of_foe
Soul of Like-Likes (OoT);soul_of_foe
Soul of Spikes;soul_of_foe
Soul of Anubis;soul_of_foe
Soul of Iron Knuckles (OoT);soul_of_foe
Soul of Skull Kids;soul_of_foe
Soul of Flying Pots (OoT);soul_of_foe
Soul of Freezards (OoT);soul_of_foe
Soul of Stingers;soul_of_foe
Soul of Wolfos (OoT);soul_of_foe
Soul of Stalchildren (OoT);soul_of_foe
Soul of Guays (OoT);soul_of_foe
Soul of the Fighting Gerudos;soul_of_foe
Soul of Poes (OoT);soul_of_foe
Soul of Queen Gohma;soul_of_boss
Soul of King Dodongo;soul_of_boss
Soul of Barinade;soul_of_boss
Soul of Phantom Ganon;soul_of_boss
Soul of Volvagia;soul_of_boss
Soul of Morpha;soul_of_boss
Soul of Bongo-Bongo;soul_of_boss
Soul of Twinrova;soul_of_boss
Soul of Saria;soul_of_npc
Soul of Darunia;soul_of_npc
Soul of Ruto;soul_of_npc
Soul of King Zora;soul_of_npc
Soul of Zelda;soul_of_npc
Soul of Sheik;soul_of_npc
Soul of Cucco Lady;soul_of_npc
Soul of Carpenters (OoT);soul_of_npc
Soul of Guru-Guru (OoT);soul_of_npc
Soul of Mido;soul_of_npc
Soul of Kokiri;soul_of_npc
Soul of Kokiri Shopkeeper;soul_of_npc
Soul of Hylian Guard;soul_of_npc
Soul of Citizens (OoT);soul_of_npc
Soul of Malon;soul_of_npc
Soul of Talon;soul_of_npc
Soul of Fishing Pond Owner;soul_of_npc
Soul of Goron;soul_of_npc
Soul of Medigoron;soul_of_npc
Soul of Biggoron (OoT);soul_of_npc
Soul of Child Goron;soul_of_npc
Soul of Goron Shopkeeper (OoT);soul_of_npc
Soul of Zora (OoT);soul_of_npc
Soul of Zora Shopkeeper (OoT);soul_of_npc
Soul of Bazaar Shopkeeper;soul_of_npc
Soul of Bombchu Shopkeeper;soul_of_npc
Soul of Potion Shopkeeper;soul_of_npc
Soul of Bowling Lady;soul_of_npc
Soul of Chest Game Owner;soul_of_npc
Soul of Shooting Gallery Owner;soul_of_npc
Soul of Dampe (OoT);soul_of_npc
Soul of Graveyard Kid;soul_of_npc
Soul of Poe Collector;soul_of_npc
Soul of Composer Bros. (OoT);soul_of_npc
Soul of Honey & Darling (OoT);soul_of_npc
Soul of the Astronomer (OoT);soul_of_npc
Soul of the Rooftop Man;soul_of_npc
Soul of the Bean Salesman (OoT);soul_of_npc
Soul of the Scientist (OoT);soul_of_npc
Soul of Ingo;soul_of_npc
Soul of the Punk Boy;soul_of_npc
Soul of the Dog Lady (OoT);soul_of_npc
Soul of the Carpet Man;soul_of_npc
Soul of the Old Hag;soul_of_npc
Soul of the Beggar;soul_of_npc
Soul of the Patrolling Gerudos;soul_of_npc
Soul of Cuccos (OoT);soul_of_animal
Soul of Cows (OoT);soul_of_animal
Soul of Dogs (OoT);soul_of_animal
Soul of Butterflies (OoT);soul_of_animal
Soul of Gold Skulltulas (OoT);gs_token
Soul of Business Scrubs (OoT);soul_of_npc
Key Ring (OoT);
Key Ring (Forest);
Key Ring (Fire);
Key Ring (Water);
Key Ring (Spirit);
Key Ring (Shadow);
Key Ring (Ganon);
Key Ring (Well);
Key Ring (Hideout);
Key Ring (GTG);
Skeleton Key (OoT);skeleton_key
Red Coin;red_coin
Green Coin;green_coin
Blue Coin;blue_coin
Yellow Coin;yellow_coin
Triforce of Power;triforce_power
Triforce of Courage;triforce_courage
Triforce of Wisdom;triforce_wisdom
Silver Pouch (DC);silver_pouch
Silver Pouch (Well);silver_pouch
Silver Pouch (Spirit Child);silver_pouch
Silver Pouch (Spirit Sun);silver_pouch
Silver Pouch (Spirit Boulders);silver_pouch
Silver Pouch (Spirit Lobby);silver_pouch
Silver Pouch (Spirit Adult);silver_pouch
Silver Pouch (Shadow Scythe);silver_pouch
Silver Pouch (Shadow Pit);silver_pouch
Silver Pouch (Shadow Spikes);silver_pouch
Silver Pouch (Shadow Blades);silver_pouch
Silver Pouch (Ice Scythe);silver_pouch
Silver Pouch (Ice Block);silver_pouch
Silver Pouch (GTG Slopes);silver_pouch
Silver Pouch (GTG Lava);silver_pouch
Silver Pouch (GTG Water);silver_pouch
Silver Pouch (Ganon Spirit);silver_pouch
Silver Pouch (Ganon Light);silver_pouch
Silver Pouch (Ganon Fire);silver_pouch
Silver Pouch (Ganon Forest);silver_pouch
Silver Pouch (Ganon Shadow);silver_pouch
Silver Pouch (Ganon Water);silver_pouch
Magical Rupee;magical
A Button;a_button
C-Right Button;c_right
C-Left Button;c_left
C-Up Button;c_up
C-Down Button;c_down
Small Key (Chest Game);small_key
Key Ring (Chest Game);
Bottle of Red Potion (OoT);red_potion
Bottle of Green Potion (OoT);green_potion
Bottle of Blue Potion (OoT);blue_potion
Bottled Fairy (OoT);bottled_fairy
Bottled Poe (OoT);bottled_poe
Bottled Big Poe (OoT);bottled_big_poe
Bottle of Blue Fire;blue_fire
Child Fish (2 pounds);carp_fish
Child Fish (3 pounds);carp_fish
Child Fish (4 pounds);carp_fish
Child Fish (5 pounds);carp_fish
Child Fish (6 pounds);carp_fish
Child Fish (7 pounds);carp_fish
Child Fish (8 pounds);carp_fish
Child Fish (9 pounds);carp_fish
Child Fish (10 pounds);carp_fish
Child Fish (11 pounds);carp_fish
Child Fish (12 pounds);carp_fish
Child Fish (13 pounds);carp_fish
Child Fish (14 pounds);carp_fish
Adult Fish (4 pounds);carp_fish
Adult Fish (5 pounds);carp_fish
Adult Fish (6 pounds);carp_fish
Adult Fish (7 pounds);carp_fish
Adult Fish (8 pounds);carp_fish
Adult Fish (9 pounds);carp_fish
Adult Fish (10 pounds);carp_fish
Adult Fish (11 pounds);carp_fish
Adult Fish (12 pounds);carp_fish
Adult Fish (13 pounds);carp_fish
Adult Fish (14 pounds);carp_fish
Adult Fish (15 pounds);carp_fish
Adult Fish (16 pounds);carp_fish
Adult Fish (17 pounds);carp_fish
Adult Fish (18 pounds);carp_fish
Adult Fish (19 pounds);carp_fish
Adult Fish (20 pounds);carp_fish
Adult Fish (21 pounds);carp_fish
Adult Fish (22 pounds);carp_fish
Adult Fish (23 pounds);carp_fish
Adult Fish (24 pounds);carp_fish
Adult Fish (25 pounds);carp_fish
Child Loach (14 pounds);carp_fish
Child Loach (15 pounds);carp_fish
Child Loach (16 pounds);carp_fish
Child Loach (17 pounds);carp_fish
Child Loach (18 pounds);carp_fish
Child Loach (19 pounds);carp_fish
Adult Loach (29 pounds);carp_fish
Adult Loach (30 pounds);carp_fish
Adult Loach (31 pounds);carp_fish
Adult Loach (32 pounds);carp_fish
Adult Loach (33 pounds);carp_fish
Adult Loach (34 pounds);carp_fish
Adult Loach (35 pounds);carp_fish
Adult Loach (36 pounds);carp_fish
Bombchu Bag (OoT);bombchu_bag
Big Bombchu Bag (OoT);bombchu_bag
Biggest Bombchu Bag (OoT);bombchu_bag
Bombchu Bag (OoT);bombchu_bag
Bombchu Bag (OoT);bombchu_bag
Bombchu Bag (OoT);bombchu_bag
Razor Sword (OoT);razor
Gilded Sword (OoT);gilded
Spin Attack Upgrade (OoT);spin
Triforce (OoT);none
Big Fairy (OoT);fairy
Blast Mask (OoT);blast
Stone Mask (OoT);stone
Bronze Scale (OoT);bronze_scale
Magic Mushroom;mushroom
Chateau Romani;chateau
Gold Dust;dust
Seahorse;seahorse
Bottle of Gold Dust;dust
Bottle of Chateau Romani;chateau
Ice Trap;ice_trap
Fire Trap;fire_trap
Shock Trap;
Drain Trap;drain_train
Anti-Magic Trap;magic_trap
Knockback Trap;
Rupoor (OoT);rupoor
Platinum Token (OoT);gs_token
Green Rupee (MM);rupee
Blue Rupee (MM);blue_rupee
Red Rupee (MM);red_rupee
Red Rupee (MM);red_rupee
Purple Rupee (MM);purple_rupee
Silver Rupee (MM);sr
Gold Rupee (MM);gold_rupee
Adult Wallet (MM);wallet
Giant Wallet (MM);big_wallet
Recovery Heart (MM);heart
Piece of Heart (MM);heart_piece
Heart Container (MM);heart_container
Small Magic Jar (MM);magic
Large Magic Jar (MM);double_magic
Stray Fairy (MM);sf
Stray Fairy (Woodfall);sf
Stray Fairy (Snowhead);sf_green
Stray Fairy (Great Bay);sf_blue
Stray Fairy (Stone Tower);sf_yellow
Stray Fairy (Town);sf_orange
Transcendent Fairy;sf_transcendent
Bomb (MM);bomb
5 Bombs (MM);bomb
10 Bombs (MM);bomb
20 Bombs (MM);bomb
30 Bombs (MM);bomb
Deku Stick (MM);stick
10 Bombchu (MM);bombchu
Bomb Bag (MM);bomb_bag
Big Bomb Bag (MM);big_bomb
Biggest Bomb Bag (MM);biggest_bomb
10 Arrows (MM);arrow
30 Arrows (MM);arrow
40 Arrows (MM);arrow
40 Arrows (MM);arrow
Hero's Bow (MM);bow_mm
Big Quiver (MM);big_quiver
Biggest Quiver (MM);biggest_quiver
Fire Arrow (MM);fire_arrow
Ice Arrow (MM);ice_arrow
Light Arrow (MM);light_arrow
Deku Nut (MM);nut
5 Deku Nuts (MM);nut
10 Deku Nuts (MM);nut
30 Deku Nuts (MM);nut
30 Deku Nuts (MM);nut
40 Deku Nuts (MM);nut
20 Bombchu;bombchu
20 Deku Sticks (MM);stick
20 Deku Sticks (MM);stick
30 Deku Sticks (MM);stick
Deku Shield (MM);deku_shield
Hero's Shield (MM);hero_shield
Mirror Shield (MM);mirror_mm
Progressive Deku Shield (MM);deku_shield
Progressive Hero's Shield;hero_shield
Powder Keg;powder
Magic Bean (MM);bean
Bombchu (MM);bombchu
Kokiri Sword (MM);kokiri_mm
Razor Sword (MM);razor
Gilded Sword (MM);gilded
5 Bombchu (MM);bombchu
Great Fairy's Sword (MM);fairy_sword
Small Key (MM);small_key
Boss Key (MM);boss_key
Dungeon Map (MM);map
Compass (MM);compass
Hookshot (MM);hookshot_mm
Lens of Truth (MM);lens
Pictograph Box;picto
Ocarina of Time (MM);ocarina
Bomber's Notebook;bombers
Bottle of Red Potion (MM);red_potion
Empty Bottle (MM);bottle
Red Potion (MM);red_potion
Green Potion (MM);green_potion
Blue Potion (MM);blue_potion
Fairy (MM);bottled_fairy
Bottle of Milk (MM);milk
Fish (MM);bottled_fish
Bug (MM);bottled_bugs
Big Poe (MM);bottled_big_poe
Bottle of Gold Dust;dust
Magic Mushroom;mushroom
Bottle of Chateau Romani;chateau
Deku Mask;deku
Goron Mask (MM);goron
Zora Mask (MM);zora
Fierce Deity's Mask;deity
Captain's Hat;captain
Giant's Mask;giant
All Night Mask;night
Bunny Hood (MM);bunny
Keaton Mask (MM);keaton
Garo's Mask;garo
Romani's Mask;romani
Circus Leader's Mask;troupe
Postman's Hat;postman
Couple's Mask;couple
Great Fairy Mask;fairy_mask
Gibdo Mask;gibdo
Don Gero's Mask;gero
Kamaro's Mask;kamaro
Mask of Truth (MM);truth
Stone Mask (MM);stone
Bremen Mask;bremen
Blast Mask (MM);blast
Mask of Scents;scents
Kafei's Mask;kafei
Chateau Romani;château
Milk (MM);milk
Gold Dust;dust
Seahorse;seahorse
Moon's Tear;moon
Land Title Deed;land
Swamp Title Deed;swamp
Mountain Title Deed;mountain
Ocean Title Deed;ocean
Room Key;key
Letter to Mama;letter_mama
Letter to Kafei;letter_kafei
Pendant of Memories;pendant
World Map (Clock Town);map
World Map (Woodfall);map
World Map (Snowhead);map
World Map (Romani Ranch);map
World Map (Great Bay);map
World Map (Stone Tower);map
Magic Upgrade (MM);magic_upgrade
Larger Magic Upgrade (MM);large_margic_upgrade
Defense Upgrade (MM);defense
Spin Attack Upgrade (MM);spin
Sonata of Awakening;song_green
Goron Lullaby;song_red
New Wave Bossa Nova;song_blue
Elegy of Emptiness (MM);song_orange
Oath to Order;song_purple
Song of Time (MM);song
Song of Healing;song
Epona's Song (MM);song
Song of Soaring;song
Song of Storms (MM);song
Sun's Song (MM);song
Lullaby Intro;song_red
Sonata of Awakening Note;song_green
Goron Lullaby Note;song_red
New Wave Bossa Nova Note;song_blue
Elegy of Emptiness Note (MM);song_orange
Oath to Order Note;song_purple
Song of Time Note (MM);song
Song of Healing Note;song
Epona's Song Note (MM);song
Song of Soaring Note;song
Song of Storms Note (MM);song
Sun's Song Note (MM);song
Odolwa's Remains;odolwa
Goht's Remains;goht
Gyorg's Remains;gyorg
Twinmold's Remains;twinmold
Swamp Skulltula Token;swamp_token
Ocean Skulltula Token;ocean_token
Small Key (Woodfall);small_key
Small Key (Snowhead);small_key
Small Key (Great Bay);small_key
Small Key (Stone Tower);small_key
Boss Key (Woodfall);boss_key
Boss Key (Snowhead);boss_key
Boss Key (Great Bay);boss_key
Boss Key (Stone Tower);boss_key
Dungeon Map (Woodfall);map
Dungeon Map (Snowhead);map
Dungeon Map (Great Bay);map
Dungeon Map (Stone Tower);map
Compass (Woodfall);compass
Compass (Snowhead);compass
Compass (Great Bay);compass
Compass (Stone Tower);compass
Fairy Ocarina (MM);fairy_ocarina
Short Hookshot (MM);hookshot_oot
Child Wallet (MM);child_wallet
Colossal Wallet (MM);colossal_wallet
Owl Statue (Great Bay);owl
Owl Statue (Zora Cape);owl
Owl Statue (Snowhead);owl
Owl Statue (Mountain Village);owl
Owl Statue (Clock Town);owl
Owl Statue (Milk Road);owl
Owl Statue (Woodfall);owl
Owl Statue (Southern Swamp);owl
Owl Statue (Ikana Canyon);owl
Owl Statue (Stone Tower);owl
Owl Statue (Hidden);none
Bottomless Wallet (MM);bottomless_wallet
Soul of Octoroks (MM);soul_of_foe
Soul of Wallmasters (MM);soul_of_foe
Soul of Dodongos (MM);soul_of_foe
Soul of Keeses (MM);soul_of_foe
Soul of Tektites (MM);soul_of_foe
Soul of Peahats (MM);soul_of_foe
Soul of Lizalfos / Dinolfos (MM);soul_of_foe
Soul of Skulltulas (MM);soul_of_foe
Soul of Armos (MM);soul_of_foe
Soul of Deku Babas (MM);soul_of_foe
Soul of Deku Scrubs (MM);soul_of_foe
Soul of Bubbles (MM);soul_of_foe
Soul of Beamos (MM);soul_of_foe
Soul of ReDeads / Gibdos (MM);soul_of_foe
Soul of Skullwalltulas (MM);soul_of_foe
Soul of Shell Blades (MM);soul_of_foe
Soul of Like-Likes (MM);soul_of_foe
Soul of Iron Knuckles (MM);soul_of_foe
Soul of Freezards (MM);soul_of_foe
Soul of Wolfos (MM);soul_of_foe
Soul of Guays (MM);soul_of_foe
Soul of Flying Pots (MM);soul_of_foe
Soul of Floormasters (MM);soul_of_foe
Soul of Chuchus;soul_of_foe
Soul of Deep Pythons;soul_of_foe
Soul of Stalchildren (MM);soul_of_foe
Soul of Leevers (MM);soul_of_foe
Soul of Skullfish;soul_of_foe
Soul of Dexihands;soul_of_foe
Soul of Dragonflies;soul_of_foe
Soul of Eenos;soul_of_foe
Soul of Eyegores;soul_of_foe
Soul of Hiploops;soul_of_foe
Soul of Real Bombchu;soul_of_foe
Soul of Takkuri;soul_of_foe
Soul of Boes;soul_of_foe
Soul of Nejirons;soul_of_foe
Soul of Bio Babas;soul_of_foe
Soul of Garo;soul_of_foe
Soul of Wizzrobes;soul_of_foe
Soul of Gomess;soul_of_foe
Soul of Gekkos;soul_of_foe
Soul of Bad Bats;soul_of_foe
Soul of Snappers;soul_of_foe
Soul of Warts;soul_of_foe
Soul of Captain Keeta;soul_of_foe
Soul of the Fighting Pirates;soul_of_foe
Soul of Poes (MM);soul_of_foe
Soul of Odolwa;soul_of_boss
Soul of Goht;soul_of_boss
Soul of Gyorg;soul_of_boss
Soul of Twinmold;soul_of_boss
Soul of Igos;soul_of_boss
Soul of Madame Aroma;soul_of_npc
Soul of Town Archery Owner;soul_of_npc
Soul of Swamp Archery Owner;soul_of_npc
Soul of Gorons (MM);soul_of_npc
Soul of Baby Goron;soul_of_npc
Soul of Bombs Shopkeeper;soul_of_npc
Soul of Bombers' Kids;soul_of_npc
Soul of Deku Butler;soul_of_npc
Soul of Citizens (MM);soul_of_npc
Soul of Composer Bros (MM);soul_of_npc
Soul of Dampe (MM);soul_of_npc
Soul of Deku King;soul_of_npc
Soul of Deku Princess;soul_of_npc
Soul of Playground Scrubs;soul_of_npc
Soul of Goron Elder;soul_of_npc
Soul of Fisherman;soul_of_npc
Soul of Goron Shopkeeper (MM);soul_of_npc
Soul of Honey & Darling (MM);soul_of_npc
Soul of Toto;soul_of_npc
Soul of Lulu;soul_of_npc
Soul of Zora Musicians;soul_of_npc
Soul of Kafei;soul_of_npc
Soul of Keaton;soul_of_npc
Soul of Koume & Kotake;soul_of_npc
Soul of Mayor Dotour;soul_of_npc
Soul of Keg Trial Goron;soul_of_npc
Soul of Biggoron (MM);soul_of_npc
Soul of Mr. Barten;soul_of_npc
Soul of Astronomer (MM);soul_of_npc
Soul of Poe Hut Owner;soul_of_npc
Soul of Blacksmiths;soul_of_npc
Soul of Chest Game Lady;soul_of_npc
Soul of Tingle;soul_of_npc
Soul of Toilet Hand;soul_of_npc
Soul of Trading Post Owner;soul_of_npc
Soul of the Part-Timer;soul_of_npc
Soul of Zoras (MM);soul_of_npc
Soul of Zora Shopkeeper (MM);soul_of_npc
Soul of Romani/Cremia;soul_of_npc
Soul of the Bean Salesman;soul_of_npc
Soul of Carpenters (MM);soul_of_npc
Soul of Anju;soul_of_npc
Soul of Guru-Guru (MM);soul_of_npc
Soul of the Scientist (MM);soul_of_npc
Soul of Gorman & Bros.;soul_of_npc
Soul of Grog;soul_of_npc
Soul of the Dog Lady (MM);soul_of_npc
Soul of Swordsman;soul_of_npc
Soul of Anju's Grandmother;soul_of_npc
Soul of Boat Cruise Man;soul_of_npc
Soul of the Banker;soul_of_npc
Soul of Moon Children;soul_of_npc
Soul of Patrolling Pirates and their Chief;soul_of_npc
Soul of Cuccos (MM);soul_of_animal
Soul of Cows (MM);soul_of_animal
Soul of Dogs (MM);soul_of_animal
Soul of Butterflies (MM);soul_of_animal
Soul of Gold Skulltulas (MM);gs_token
Soul of Business Scrubs (MM);soul_of_npc
Key Ring (MM);
Key Ring (Woodfall);
Key Ring (Snowhead);
Key Ring (Great Bay);
Key Ring (Stone Tower);
Skeleton Key (MM);skeleton_key
A Button (MM);a_button
C-Right Button (MM);c_right
C-Left Button (MM);c_left
C-Up Button (MM);c_up
C-Down Button (MM);c_down
Bottle of Green Potion (MM);green_potion
Bottle of Blue Potion (MM);blue_potion
Bottled Fairy (MM);bottled_fairy
Poe (MM);bottled_poe
Bottled Poe (MM);bottled_poe
Bottled Big Poe (MM);bottled_big_poe
Bombchu Bag (MM);bombchu_bag
Big Bombchu Bag (MM);bombchu_bag
Biggest Bombchu Bag (MM);bombchu_bag
Bombchu Bag (MM);bombchu_bag
Bombchu Bag (MM);bombchu_bag
Bombchu Bag (MM);bombchu_bag
Bombchu Bag (MM);bombchu_bag
Big Fairy (MM);bombchu_bag
Din's Fire (MM);din
Farore's Wind (MM);farore
Nayru's Love (MM);nayru
Iron Boots (MM);iron
Hover Boots (MM);hover
Goron Tunic (MM);goron_tunic
Zora Tunic (MM);zora_tunic
Bronze Scale (MM);bronze_scale
Silver Scale (MM);silver
Golden Scale (MM);golden
Goron's Bracelet (MM);bracelet
Silver Gauntlets (MM);silver_gauntlet
Golden Gauntlets (MM);golden_gauntlet
Clock (Day 1);clock_d1
Clock (Night 1);clock_n1
Clock (Day 2);clock_d2
Clock (Night 2);clock_n2
Clock (Day 3);clock_d3
Clock (Night 3);clock_n3
Megaton Hammer (MM);hammer
Deku Stick Upgrade (MM);stick_upgrade_1
Second Deku Stick Upgrade (MM);stick_upgrade_2
