Region_Name;Code_Name;From_ID;To_ID;From_Scene;To_Scene;From_Name;To_Name;Type;Anchor_X;Anchor_Y;Anchor_Z;Text_X;Text_Y;Text_Z;Entrance_Icon;Active_Layout
Ikana_Canyon;MM_IKANA_CASTLE_GARDENS_ENTR;MM_IKANA_CANYON_FROM_CASTLE_GARDENS_ENTR;0x3410;MM_IKANA_CANYON;MM_CASTLE_IKANA;Ikana Canyon;Ikana Castle Exterior;Normal;321;414;0;312;152;0;Generic_Entry;all
Ikana_Canyon;MM_IKANA_CASTLE_EXTERIOR_FROM_CASTLE_ENTR;MM_IKANA_CASTLE_ENTR;0x3420;MM_INSIDE_CASTLE_IKANA;MM_CASTLE_IKANA;Inside Ikana Castle;Ikana Castle Exterior;Normal;411;498;0;411;860;0;Generic_Entry;all
Ikana_Canyon;MM_IKANA_CASTLE_ROOF_KEG_ENTR;MM_IKANA_CASTLE_INTERIOR_KEG_ENTR;0x34400;MM_INSIDE_CASTLE_IKANA;MM_CASTLE_IKANA;Powder Keg;Ikana Castle Exterior -> Powder Keg;One_Way_Out;553;499;0;720;498;0;Generic_Entry;all
Ikana_Canyon;MM_IKANA_CASTLE_ROOF_BLOCK_ENTR;MM_IKANA_CASTLE_INTERIOR_BLOCK_ENTR;0x34500;MM_INSIDE_CASTLE_IKANA;MM_CASTLE_IKANA;Block;Ikana Castle Exterior -> Block;One_Way_Out;553;563;0;553;719;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWER_FROM_CLOCK_TOWN_ENTR;MM_CLOCK_TOWN_FROM_CLOCK_TOWER_ENTR;0xc010;MM_CLOCK_TOWN_SOUTH;MM_CLOCK_TOWER_INTERIOR;South Clock Town;Clock Tower;None;-1;-1;-1;-1;-1;-1;No_Entry;all
Clock_Town;MM_CLOCK_TOWER_ROOF_ENTR;MM_CLOCK_TOWN_FROM_CLOCK_TOWER_ROOF_ENTR;0x2c00;MM_CLOCK_TOWN_SOUTH;MM_CLOCK_TOWER_ROOFTOP;South Clock Town;Roof Clock Tower;One_Way_In;499;571;0;499;658;0;Generic_Entry;all
Clock_Town;MM_ROOFTOP_TO_MOON_ENTR;MM_MOON_ENTR;0xc8000;MM_MOON;MM_CLOCK_TOWER_ROOFTOP;Moon;Roof Clock Tower -> Oath to Order;One_Way_Out;499;431;0;499;295;0;Warp_Song;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_FIELD_ENTR;MM_TERMINA_FIELD_FROM_CLOCK_TOWN_EAST_ENTR;0xd200;MM_TERMINA_FIELD;MM_CLOCK_TOWN_EAST;Termina Field;East Clock Town;Normal;562;490;0;635;490;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_SOUTH_BOTTOM_ENTR;MM_CLOCK_TOWN_SOUTH_BOTTOM_FROM_EAST_ENTR;0xd210;MM_CLOCK_TOWN_SOUTH;MM_CLOCK_TOWN_EAST;South East Clock Town Bottom;East Clock Town;Normal;467;598;0;467;805;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_ASTRAL_OBSERVATORY_ENTR;MM_ASTRAL_OBSERVATORY_FROM_CLOCK_TOWN_EAST_ENTR;0xd220;MM_OBSERVATORY;MM_CLOCK_TOWN_EAST;Astral Observatory;East Clock Town;Normal;567;366;0;635;284;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_SOUTH_TOP_ENTR;MM_CLOCK_TOWN_SOUTH_TOP_FROM_EAST_ENTR;0xd230;MM_CLOCK_TOWN_SOUTH;MM_CLOCK_TOWN_EAST;South East Clock Town Top;East Clock Town;Normal;434;485;0;35;311;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_CHEST_GAME_ENTR;MM_CHEST_GAME_ENTR;0xd240;MM_TREASURE_SHOP;MM_CLOCK_TOWN_EAST;Treasure Chest Game;East Clock Town;Normal;467;546;0;35;593;0;Door;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_NORTH_ENTR;MM_CLOCK_TOWN_NORTH_FROM_EAST_ENTR;0xd250;MM_CLOCK_TOWN_NORTH;MM_CLOCK_TOWN_EAST;North Clock Town;East Clock Town;Normal;485;366;0;485;93;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_HONEY_AND_DARLING_ENTR;MM_HONEY_AND_DARLING_GAME_ENTR;0xd260;MM_HONEY_DARLING;MM_CLOCK_TOWN_EAST;Honey and Darling;East Clock Town;Normal;544;515;0;635;593;0;Door;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_MAYORS_OFFICE_ENTR;MM_MAYORS_OFFICE_ENTR;0xd270;MM_MAYOR_HOUSE;MM_CLOCK_TOWN_EAST;Mayor's Office;East Clock Town;Normal;521;349;0;521;183;0;Door;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_TOWN_ARCHERY_ENTR;MM_TOWN_ARCHERY_ENTR;0xd280;MM_SHOOTING_GALLERY;MM_CLOCK_TOWN_EAST;Town Archery;East Clock Town;Normal;521;598;0;521;682;0;Door;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_STOCK_POT_INN_ENTR;MM_STOCK_POT_INN_ENTR;0xd290;MM_STOCK_POT_INN;MM_CLOCK_TOWN_EAST;Stock Pot Inn;East Clock Town;Normal;467;481;0;467;7;0;Door;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_STOCK_POT_INN_ROOF_ENTR;MM_STOCK_POT_INN_ROOF_ENTR;0xd2a0;MM_STOCK_POT_INN;MM_CLOCK_TOWN_EAST;Stock Pot Inn Roof;East Clock Town;Normal;438;473;0;35;102;0;Door;all
Clock_Town;MM_CLOCK_TOWN_EAST_FROM_MILK_BAR_ENTR;MM_MILK_BAR_ENTR;0xd2b0;MM_MILK_BAR;MM_CLOCK_TOWN_EAST;Milk Bar;East Clock Town;Normal;521;473;0;635;387;0;Door;all
Clock_Town;MM_CLOCK_TOWN_NORTH_FROM_FIELD_ENTR;MM_TERMINA_FIELD_FROM_CLOCK_TOWN_NORTH_ENTR;0xd600;MM_TERMINA_FIELD;MM_CLOCK_TOWN_NORTH;Termina Field;North Clock Town;Normal;481;442;0;481;305;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_NORTH_FROM_EAST_ENTR;MM_CLOCK_TOWN_EAST_FROM_NORTH_ENTR;0xd610;MM_CLOCK_TOWN_EAST;MM_CLOCK_TOWN_NORTH;East Clock Town;North Clock Town;Normal;589;537;0;664;537;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_NORTH_FROM_SOUTH_ENTR;MM_CLOCK_TOWN_SOUTH_FROM_NORTH_ENTR;0xd620;MM_CLOCK_TOWN_SOUTH;MM_CLOCK_TOWN_NORTH;South Clock Town;North Clock Town;Normal;510;551;0;510;635;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_NORTH_FROM_FAIRY_FOUNTAIN_ENTR;MM_FAIRY_FOUNTAIN_TOWN_ENTR;0xd630;MM_FAIRY_CLOCK_TOWN;MM_CLOCK_TOWN_NORTH;Clock Town Fairy Fountain;North Clock Town;Normal;404;514;0;404;184;0;Generic_Entry;all
Clock_Town;MM_GROTTO_EXIT_DEKU_PLAYGROUND;MM_GROTTO_DEKU_PLAYGROUND_ENTR;0xd640;MM_DEKU_PLAYGROUND;MM_CLOCK_TOWN_NORTH;Deku Playground Grotto;North Clock Town;Normal;429;544;0;429;737;0;Open_Grotto;all
Clock_Town;MM_CLOCK_TOWN_FROM_CLOCK_TOWER_ENTR;MM_CLOCK_TOWER_FROM_CLOCK_TOWN_ENTR;0xd800;MM_CLOCK_TOWER_INTERIOR;MM_CLOCK_TOWN_SOUTH;Clock Tower;South Clock Town;Normal;510;449;0;35;449;0;Door;all
Clock_Town;MM_CLOCK_TOWN_SOUTH_FROM_FIELD_ENTR;MM_TERMINA_FIELD_FROM_CLOCK_TOWN_SOUTH_ENTR;0xd810;MM_TERMINA_FIELD;MM_CLOCK_TOWN_SOUTH;Termina Field;South Clock Town;Normal;509;614;0;509;666;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_SOUTH_TOP_FROM_EAST_ENTR;MM_CLOCK_TOWN_EAST_FROM_SOUTH_TOP_ENTR;0xd820;MM_CLOCK_TOWN_EAST;MM_CLOCK_TOWN_SOUTH;East Clock Town Top;South East Clock Town;Normal;558;449;0;635;449;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_SOUTH_TOP_FROM_WEST_ENTR;MM_CLOCK_TOWN_WEST_FROM_SOUTH_TOP_ENTR;0xd830;MM_CLOCK_TOWN_WEST;MM_CLOCK_TOWN_SOUTH;West Clock Town Top;South Clock Town;Normal;436;410;0;35;311;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_SOUTH_FROM_NORTH_ENTR;MM_CLOCK_TOWN_NORTH_FROM_SOUTH_ENTR;0xd840;MM_CLOCK_TOWN_NORTH;MM_CLOCK_TOWN_SOUTH;North Clock Town;South Clock Town;Normal;512;378;0;521;211;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_SOUTH_BOTTOM_FROM_WEST_ENTR;MM_CLOCK_TOWN_WEST_FROM_SOUTH_BOTTOM_ENTR;0xd850;MM_CLOCK_TOWN_WEST;MM_CLOCK_TOWN_SOUTH;West Clock Town Bottom;South West Clock Town;Normal;445;526;0;35;526;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_SOUTH_FROM_LAUNDRY_POOL_ENTR;MM_LAUNDRY_POOL_ENTR;0xd860;MM_LAUNDRY_POOL;MM_CLOCK_TOWN_SOUTH;Laundry Pool;South Clock Town;Normal;445;598;0;445;789;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_SOUTH_BOTTOM_FROM_EAST_ENTR;MM_CLOCK_TOWN_EAST_FROM_SOUTH_BOTTOM_ENTR;0xd870;MM_CLOCK_TOWN_EAST;MM_CLOCK_TOWN_SOUTH;East Clock Town Bottom;South East Clock Town;Normal;575;564;0;635;564;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_FROM_CLOCK_TOWER_ROOF_ENTR;MM_CLOCK_TOWER_ROOF_ENTR;0xd880;MM_CLOCK_TOWER_ROOFTOP;MM_CLOCK_TOWN_SOUTH;Roof Clock Tower;South Clock Town;One_Way_Out;510;428;0;635;329;0;Generic_Entry;all
Clock_Town;MM_WARP_OWL_CLOCK_TOWN_ENTR;MM_OWL_CLOCK_TOWN_CHOICE;0xd890;MM_OWLS;MM_CLOCK_TOWN_SOUTH;Warp Owl;South Clock Town - Owl Statue;One_Way_In;473;410;0;473;102;0;Owl_Drop;all
Clock_Town;MM_CLOCK_TOWN_WEST_FROM_FIELD_ENTR;MM_TERMINA_FIELD_FROM_CLOCK_TOWN_WEST_ENTR;0xd400;MM_TERMINA_FIELD;MM_CLOCK_TOWN_WEST;Termina Field;West Clock Town;Normal;438;449;0;35;311;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_WEST_FROM_SOUTH_BOTTOM_ENTR;MM_CLOCK_TOWN_SOUTH_BOTTOM_FROM_WEST_ENTR;0xd410;MM_CLOCK_TOWN_SOUTH;MM_CLOCK_TOWN_WEST;South West Clock Town Bottom;West Clock Town;Normal;557;568;0;635;587;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_WEST_FROM_SOUTH_TOP_ENTR;MM_CLOCK_TOWN_SOUTH_TOP_FROM_WEST_ENTR;0xd420;MM_CLOCK_TOWN_SOUTH;MM_CLOCK_TOWN_WEST;South West Clock Town Top;West Clock Town;Normal;557;449;0;635;375;0;Generic_Entry;all
Clock_Town;MM_CLOCK_TOWN_WEST_FROM_SWORDSMAN_SCHOOL_ENTR;MM_SWORDSMAN_SCHOOL_ENTR;0xd430;MM_SWORDSMAN_SCHOOL;MM_CLOCK_TOWN_WEST;Swordsman School;West Clock Town;Normal;481;420;0;481;102;0;Door;all
Clock_Town;MM_CLOCK_TOWN_WEST_FROM_CURIOSITY_SHOP_ENTR;MM_CURIOSITY_SHOP_ENTR;0xd440;MM_CURIOSITY_SHOP;MM_CLOCK_TOWN_WEST;Curiosity Shop;West Clock Town;Normal;519;562;0;519;678;0;Door;all
Clock_Town;MM_CLOCK_TOWN_WEST_FROM_TRADING_POST_ENTR;MM_TRADING_POST_ENTR;0xd450;MM_TRADING_POST;MM_CLOCK_TOWN_WEST;Trading Post;West Clock Town;Normal;491;537;0;491;789;0;Door;all
Clock_Town;MM_CLOCK_TOWN_WEST_FROM_BOMB_SHOP_ENTR;MM_BOMB_SHOP_ENTR;0xd460;MM_BOMB_SHOP;MM_CLOCK_TOWN_WEST;Bomb Shop;West Clock Town;Normal;473;508;0;35;508;0;Door;all
Clock_Town;MM_CLOCK_TOWN_WEST_FROM_POST_OFFICE_ENTR;MM_POST_OFFICE_ENTR;0xd470;MM_POST_OFFICE;MM_CLOCK_TOWN_WEST;Post Office;West Clock Town;Normal;519;420;0;519;211;0;Door;all
Clock_Town;MM_CLOCK_TOWN_WEST_FROM_LOTTERY_ENTR;MM_LOTTERY_ENTR;0xd480;MM_LOTTERY;MM_CLOCK_TOWN_WEST;Lottery;West Clock Town;Normal;531;481;0;635;481;0;Door;all
Ranch;MM_CUCCO_SHACK_ENTR;MM_ROMANI_RANCH_FROM_CUCCO_SHACK_ENTR;0x7e00;MM_ROMANI_RANCH;MM_CUCCO_SHACK;Romani's Ranch;Cucco Shack;Normal;646;567;0;711;567;0;Door;all
Clock_Town;MM_CURIOSITY_SHOP_ENTR;MM_CLOCK_TOWN_WEST_FROM_CURIOSITY_SHOP_ENTR;0x0e00;MM_CLOCK_TOWN_WEST;MM_CURIOSITY_SHOP;West Clock Town;Curiosity Shop;Normal;307;542;0;307;669;0;Door;all
Clock_Town;MM_KAFEI_HIDEOUT_ENTR;MM_LAUNDRY_POOL_FROM_KAFEI_HIDEOUT_ENTR;0x0e10;MM_LAUNDRY_POOL;MM_CURIOSITY_SHOP;Laundry Pool;Kafei Hideout;Normal;692;417;0;752;417;0;Door;all
Graveyard;MM_GRAVE_NIGHT3_ENTR;MM_GRAVE_EXIT_NIGHT3;0x5a00;MM_IKANA_GRAVEYARD;MM_DAMPE_HOUSE;Ikana Grave 3;Dampe's House - Ikana Grave 3;One_Way_In;809;601;0;864;601;0;Generic_Entry;all
Graveyard;MM_DAMPE_TO_GRAVEYARD_ENTR;MM_IKANA_GRAVEYARD_FROM_DAMPE_ENTR;0x80400;MM_IKANA_GRAVEYARD;MM_DAMPE_HOUSE;Ikana Graveyard;Dampe's House -> Ikana Graveyard;One_Way_Out;409;302;0;508;302;0;Door;all
Graveyard;MM_WALLMASTER_DAMPE_ENTR;MM_WALLMASTER_DAMPE_ENTR;0xff00;MM_DAMPE_HOUSE;MM_DAMPE_HOUSE;Wallmaster;Dampe's House;One_Way_Out;217;601;0;217;815;0;Wallmaster;all
Deku_Palace;MM_DEKU_PALACE_THRONE_ENTR;MM_DEKU_PALACE_EXTERIOR_FROM_THRONE_ENTR;0x7600;MM_DEKU_PALACE;MM_DEKU_KING_CHAMBER;Deku Palace;Deku King's Chamber;Normal;573;637;0;573;687;0;Generic_Entry;all
Deku_Palace;MM_DEKU_PALACE_THRONE_CAGE_ENTR;MM_DEKU_PALACE_EXTERIOR_FROM_THRONE_CAGE_ENTR;0x7610;MM_DEKU_PALACE;MM_DEKU_KING_CHAMBER;Deku Palace - Jail;Monkey Jail;Normal;335;490;0;335;208;0;Generic_Entry;all
Deku_Palace;MM_DEKU_PALACE_MAIN_ENTRANCE_ENTR;MM_SWAMP_FROM_PALACE_MAIN_ENTRANCE_ENTR;0x5000;MM_SOUTHERN_SWAMP;MM_DEKU_PALACE;Southern Swamp;Deku Palace;Normal;496;639;0;499;769;0;Generic_Entry;all
Deku_Palace;MM_DEKU_PALACE_CAUGHT;MM_DEKU_PALACE_BRIDGE;0x5010;MM_DEKU_PALACE;MM_DEKU_PALACE;Caught;Deku Palace -> Caught;One_Way_Out;407;499;-1;407;863;0;Guard_Catch;all
Deku_Palace;MM_DEKU_PALACE_BRIDGE;MM_DEKU_PALACE_CAUGHT;0x50100;MM_DEKU_PALACE;MM_DEKU_PALACE;Bridge;Deku Palace - Bridge;One_Way_In;499;547;0;744;547;0;Trapdoor;all
Deku_Palace;MM_DEKU_PALACE_EXTERIOR_FROM_THRONE_ENTR;MM_DEKU_PALACE_THRONE_ENTR;0x5020;MM_DEKU_KING_CHAMBER;MM_DEKU_PALACE;Deku King's Chamber;Deku Palace;Normal;499;439;0;499;179;0;Generic_Entry;all
Deku_Palace;MM_DEKU_PALACE_EXTERIOR_FROM_THRONE_CAGE_ENTR;MM_DEKU_PALACE_THRONE_CAGE_ENTR;0x5030;MM_DEKU_KING_CHAMBER;MM_DEKU_PALACE;Monkey Jail;Deku Palace;Normal;457;403;0;457;111;0;Generic_Entry;all
Deku_Palace;MM_DEKU_PALACE_EXTERIOR_FROM_SHRINE_ENTR;MM_DEKU_SHRINE_ENTR;0x5040;MM_DEKU_SHRINE;MM_DEKU_PALACE;Deku Shrine;Deku Palace;Normal;300;362;0;21;188;0;Generic_Entry;all
Deku_Palace;MM_DEKU_PALACE_LEDGE_ENTR;MM_SWAMP_FROM_PALACE_LEDGE_ENTR;0x5050;MM_SOUTHERN_SWAMP;MM_DEKU_PALACE;Ledge;Deku Palace;Normal;582;599;0;582;667;0;Generic_Entry;all
Deku_Palace;MM_GROTTO_EXIT_JP_CLIMB_LEFT;MM_GROTTO_JP_CLIMB_LEFT_ENTR;0x5060;MM_GROTTO_DEKU_PALACE_CLIMB;MM_DEKU_PALACE;JP Left Climb Grotto;Deku Palace;Normal;398;367;0;398;29;0;Open_Grotto;mm_jp
Deku_Palace;MM_GROTTO_EXIT_JP_LINE_START;MM_GROTTO_JP_LINE_START_ENTR;0x5070;MM_GROTTO_DEKU_PALACE_GENERIC;MM_DEKU_PALACE;JP Start Line Grotto;Deku Palace;Normal;552;436;0;744;454;0;Open_Grotto;mm_jp
Deku_Palace;MM_GROTTO_EXIT_JP_LINE_END;MM_GROTTO_JP_LINE_END_ENTR;0x5080;MM_GROTTO_DEKU_PALACE_GENERIC;MM_DEKU_PALACE;JP End Line Grotto;Deku Palace;Normal;448;431;0;21;481;0;Open_Grotto;mm_jp
Deku_Palace;MM_GROTTO_EXIT_BEAN;MM_GROTTO_BEAN_ENTR;0x5090;MM_GROTTO_DEKU_PALACE_BEANS;MM_DEKU_PALACE;Bean Grotto;Deku Palace;Normal;544;379;0;744;358;0;Open_Grotto;mm_jp
Deku_Palace;MM_GROTTO_EXIT_BEAN;MM_GROTTO_BEAN_ENTR;0x5090;MM_GROTTO_DEKU_PALACE_BEANS;MM_DEKU_PALACE;Bean Grotto;Deku Palace;Normal;638;409;0;744;358;0;Open_Grotto;mm
Deku_Palace;MM_GROTTO_EXIT_JP_CLIMB_RIGHT;MM_GROTTO_JP_CLIMB_RIGHT_ENTR;0x50a0;MM_GROTTO_DEKU_PALACE_CLIMB;MM_DEKU_PALACE;JP Right Climb Grotto;Deku Palace;Normal;538;358;0;538;276;0;Open_Grotto;mm_jp
Clock_Town;MM_GROTTO_DEKU_PLAYGROUND_ENTR;MM_GROTTO_EXIT_DEKU_PLAYGROUND;0x3600;MM_CLOCK_TOWN_NORTH;MM_DEKU_PLAYGROUND;North Clock Town;Deku Playground Grotto;Normal;662;499;0;742;500;0;Open_Grotto;all
Deku_Palace;MM_DEKU_SHRINE_ENTR;MM_DEKU_PALACE_EXTERIOR_FROM_SHRINE_ENTR;0x9e00;MM_DEKU_PALACE;MM_DEKU_SHRINE;Deku Palace;Deku Shrine;Normal;530;638;0;530;684;0;Generic_Entry;all
Ranch;MM_DOGGY_RACETRACK_ENTR;MM_ROMANI_RANCH_FROM_DOGGY_RACETRACK_ENTR;0x7c00;MM_ROMANI_RANCH;MM_DOG_RACETRACK;Romani's Ranch;Doggy Racetrack;Normal;671;370;0;739;370;0;Door;all
None;MM_CLOCK_TOWN_FROM_SONG_OF_TIME_ENTR;MM_CLOCK_TOWN_FROM_SONG_OF_TIME_ENTR;0x1c00;MM_EXTRA;MM_EXTRA;Song of Time;Song of Time;None;-1;-1;-1;-1;-1;-1;No_Entry;all
None;MM_CLOCK_TOWER_MOON_CRASH_ENTR;MM_CLOCK_TOWER_MOON_CRASH_ENTR;0xc030;MM_EXTRA;MM_EXTRA;Moon Crash;Moon Crash;None;-1;-1;-1;-1;-1;-1;No_Entry;all
None;WARP_LOADING;WARP_LOADING;0xfffe;MM_EXTRA;MM_EXTRA;Warp Zone;Warp Zone;None;-1;-1;-1;-1;-1;-1;No_Entry;all
Clock_Town;MM_FAIRY_FOUNTAIN_TOWN_ENTR;MM_CLOCK_TOWN_NORTH_FROM_FAIRY_FOUNTAIN_ENTR;0x4600;MM_CLOCK_TOWN_NORTH;MM_FAIRY_CLOCK_TOWN;North Clock Town;Town Fairy Fountain;Normal;499;676;0;499;752;0;Generic_Entry;all
Woodfall;MM_FAIRY_FOUNTAIN_WOODFALL_ENTR;MM_WOODFALL_FROM_FAIRY_FOUNTAIN_ENTR;0x4610;MM_WOODFALL;MM_FAIRY_WOODFALL;Woodfall;Woodfall Fairy Fountain;Normal;499;676;0;499;752;0;Generic_Entry;all
Snowhead;MM_FAIRY_FOUNTAIN_SNOWHEAD_ENTR;MM_SNOWHEAD_FROM_FAIRY_FOUNTAIN_ENTR;0x4620;MM_SNOWHEAD;MM_FAIRY_SNOWHEAD;Snowhead;Snowhead Fairy Fountain;Normal;499;676;0;499;752;0;Generic_Entry;all
Zora_Cape;MM_FAIRY_FOUNTAIN_GREAT_BAY_ENTR;MM_GREAT_BAY_FROM_FAIRY_FOUNTAIN_ENTR;0x4630;MM_ZORA_CAPE;MM_FAIRY_GREAT_BAY_COAST;Zora Cape;Ocean Fairy Fountain;Normal;499;676;0;499;752;0;Generic_Entry;all
Ikana_Canyon;MM_FAIRY_FOUNTAIN_IKANA_ENTR;MM_IKANA_CANYON_FROM_FAIRY_FOUNTAIN_ENTR;0x4640;MM_IKANA_CANYON;MM_FAIRY_IKANA;Ikana Canyon;Ikana Fairy Fountain;Normal;499;676;0;499;752;0;Generic_Entry;all
Great_Bay_Coast;MM_FISHER_HUT_ENTR;MM_GREAT_BAY_COAST_FROM_FISHER_HUT_ENTR;0x7200;MM_GREAT_BAY_COAST;MM_FISHERMAN_HUT;Great Bay Coast;Fisher Hut;Normal;499;636;0;499;711;0;Generic_Entry;all
Ikana_Canyon;MM_GHOST_HUT_ENTR;MM_IKANA_CANYON_FROM_GHOST_HUT_ENTR;0x9c00;MM_IKANA_CANYON;MM_GHOST_HUT;Ikana Canyon;Ghost Hut;Normal;689;499;0;773;499;0;Door;all
Milk_Road;MM_GORMAN_TRACK_FROM_MILK_ROAD_ENTR;MM_MILK_ROAD_FROM_GORMAN_TRACK_ENTR;0xce00;MM_MILK_ROAD;MM_GORMAN_TRACK;Milk Road;Gorman Track;Normal;632;567;0;709;567;0;Generic_Entry;all
Milk_Road;MM_GORMAN_TRACK_UNK2_ENTR;MM_GORMAN_TRACK_UNK2_ENTR;0xce10;MM_GORMAN_TRACK;MM_GORMAN_TRACK;Track Unk2;Gorman Track;None;-1;-1;-1;-1;-1;-1;No_Entry;all
Milk_Road;MM_GORMAN_TRACK_UNK3_ENTR;MM_GORMAN_TRACK_UNK3_ENTR;0xce20;MM_GORMAN_TRACK;MM_GORMAN_TRACK;Track Unk3;Gorman Track;None;-1;-1;-1;-1;-1;-1;No_Entry;all
Milk_Road;MM_GORMAN_BACK_FROM_MILK_ROAD_ENTR;MM_MILK_ROAD_FROM_GORMAN_BACK_ENTR;0xce30;MM_MILK_ROAD;MM_GORMAN_TRACK;Milk Road;Gorman Track Back;Normal;632;330;0;709;330;0;Generic_Entry;all
Milk_Road;MM_GORMAN_TRACK_UNK5_ENTR;MM_GORMAN_TRACK_UNK5_ENTR;0xce40;MM_GORMAN_TRACK;MM_GORMAN_TRACK;Track Unk5;Gorman Track;None;-1;-1;-1;-1;-1;-1;No_Entry;all
Milk_Road;MM_GORMAN_TRACK_UNK6_ENTR;MM_GORMAN_TRACK_UNK6_ENTR;0xce50;MM_GORMAN_TRACK;MM_GORMAN_TRACK;Track Unk6;Gorman Track;None;-1;-1;-1;-1;-1;-1;No_Entry;all
Twin_Islands;MM_GORON_GRAVEYARD_ENTR;MM_MOUNTAIN_VILLAGE_FROM_GORON_GRAVEYARD_ENTR;0x9600;MM_MOUNTAIN_VILLAGE;MM_GORON_GRAVEYARD;Mountain Village;Goron Graveyard;Normal;499;636;0;499;711;0;Generic_Entry;all
