Game;SceneID;FromEntranceID;From;ToEntranceID;To;ElapsedSec
1;0x8a;0x1000c;Open Grotto - Ikana Canyon;0x1010c;Open Grotto -> Ikana Canyon;2.60239
1;0x84;0x1000d;Cow Grotto - Termina Field;0x1010d;Cow Grotto -> Termina Field;6.76108
1;0x87;0x1000e;Cow Grotto - Great Bay Coast;0x1010e;Cow Grotto -> Great Bay Coast;3.13105
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x10000;Termina Field -> Pillar Grotto;3.61126
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x10001;Termina Field -> Tall Grass Grotto;19.5923
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x1000d;Termina Field -> Cow Grotto;27.8173
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x1400;Termina Field -> Ocean Gossip Grotto;44.0778
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x1410;Termina Field -> Swamp Gossip Grotto;29.8868
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x1420;Termina Field -> Canyon Gossip Grotto;14.3191
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x1430;Termina Field -> Mountain Gossip Grotto;21.2395
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x1470;Termina Field -> Dodongo Grotto;33.6268
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x1490;Termina Field -> Scrub Grotto;15.4759
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x14b0;Termina Field -> Bio Baba Grotto;46.0488
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x14d0;Termina Field -> Peahat Grotto;28.9769
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x3200;Termina Field -> Path to Mountain Village;41.7024
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x3e00;Termina Field -> Milk Road;36.8422
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x4c10;Termina Field -> Astral Observatory;30.2518
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x4c20;Telescope -> Astral Observatory;-1
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x6800;Termina Field -> Great Bay Coast;50.7879
1;0x2d;0x10100;Termina Field - Pillar Grotto;0x7a00;Termina Field -> Road to Southern Swamp;30.9846
1;0x2d;0x10100;Termina Field - Pillar Grotto;0xa000;Termina Field -> Road to Ikana;13.3866
1;0x2d;0x10100;Termina Field - Pillar Grotto;0xd200;Termina Field -> East Clock Town;7.79704
1;0x2d;0x10100;Termina Field - Pillar Grotto;0xd400;Termina Field -> West Clock Town;35.0775
1;0x2d;0x10100;Termina Field - Pillar Grotto;0xd600;Termina Field -> North Clock Town;21.8259
1;0x2d;0x10100;Termina Field - Pillar Grotto;0xd810;Termina Field -> South Clock Town;18.9326
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x10000;Termina Field -> Pillar Grotto;18.5795
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x10001;Termina Field -> Tall Grass Grotto;5.3694
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x1000d;Termina Field -> Cow Grotto;11.7421
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x1400;Termina Field -> Ocean Gossip Grotto;37.474
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x1410;Termina Field -> Swamp Gossip Grotto;21.4077
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x1420;Termina Field -> Canyon Gossip Grotto;17.6276
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x1430;Termina Field -> Mountain Gossip Grotto;37.3421
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x1470;Termina Field -> Dodongo Grotto;47.9764
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x1490;Termina Field -> Scrub Grotto;12.3396
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x14b0;Termina Field -> Bio Baba Grotto;39.8489
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x14d0;Termina Field -> Peahat Grotto;18.8481
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x3200;Termina Field -> Path to Mountain Village;45.3791
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x3e00;Termina Field -> Milk Road;28.942
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x4c10;Termina Field -> Astral Observatory;27.0241
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x4c20;Telescope -> Astral Observatory;-1
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x6800;Termina Field -> Great Bay Coast;48.0301
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x7a00;Termina Field -> Road to Southern Swamp;18.5674
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0x7a00;Termina Field -> Road to Southern Swamp;13.2053
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0xa000;Termina Field -> Road to Ikana;20.1558
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0xd200;Termina Field -> East Clock Town;13.758
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0xd400;Termina Field -> West Clock Town;30.305
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0xd600;Termina Field -> North Clock Town;40.334
1;0x2d;0x10101;Termina Field - Tall Grass Grotto;0xd810;Termina Field -> South Clock Town;13.1403
1;0x40;0x10102;Road to Southern Swamp - Open Grotto;0x10002;Road to Southern Swamp -> Open Grotto;3.2811
1;0x40;0x10102;Road to Southern Swamp - Open Grotto;0x4200;Road to Southern Swamp -> Swamp Archery;16.1754
1;0x40;0x10102;Road to Southern Swamp - Open Grotto;0x5410;Road to Southern Swamp -> Termina Field;12.1441
1;0x40;0x10102;Road to Southern Swamp - Open Grotto;0x8400;Road to Southern Swamp -> Southern Swamp;9.90702
1;0x64;0x10103;Woods of Mystery - Open Grotto;0x10003;Woods of Mystery -> Open Grotto;3.24633
1;0x64;0x10103;Woods of Mystery - Open Grotto;0x8470;Mystery Woods -> Southern Swamp;6.61322
1;0x45;0x10104;Southern Swamp - Open Grotto;0x10004;Southern Swamp -> Open Grotto;3.45193
1;0x45;0x10104;Southern Swamp - Open Grotto;0x400;Southern Swamp -> Potion Shop;47.3728
1;0x45;0x10104;Southern Swamp - Open Grotto;0x4800;Southern Swamp -> Swamp Spider House;9.97575
1;0x45;0x10104;Southern Swamp - Open Grotto;0x5000;Southern Swamp -> Deku Palace;19.415
1;0x45;0x10104;Southern Swamp - Open Grotto;0x5050;Ledge -> Deku Palace;-1
1;0x45;0x10104;Southern Swamp - Open Grotto;0x7a10;Southern Swamp -> Road to Southern Swamp;24.5086
1;0x45;0x10104;Southern Swamp - Open Grotto;0x8600;Southern Swamp -> Woodfall;33.104
1;0x45;0x10104;Southern Swamp - Open Grotto;0xa800;Southern Swamp -> Tourist Information;24.5115
1;0x45;0x10104;Southern Swamp - Open Grotto;0xa810;Koume's Ride -> Tourist Information;-1
1;0x45;0x10104;Southern Swamp - Open Grotto;0xc200;Southern Swamp -> Woods of Mystery;46.5467
1;0x96;0x10105;Mountain Village Spring - Tunnel Open Grotto;0x10005;Mountain Village Spring -> Tunnel Open Grotto;3.29751
1;0x96;0x10105;Mountain Village Spring - Tunnel Open Grotto;0x3210;Mountain Village -> Path to Mountain Village;15.2624
1;0x96;0x10105;Mountain Village Spring - Tunnel Open Grotto;0x5200;Mountain Village -> Blacksmith;17.8672
1;0x96;0x10105;Mountain Village Spring - Tunnel Open Grotto;0x9600;Mountain Village -> Goron Graveyard;9.77878
1;0x96;0x10105;Mountain Village Spring - Tunnel Open Grotto;0x9a80;Warp Owl -> Mountain Village - Owl Statue;37.4513
1;0x96;0x10105;Mountain Village Spring - Tunnel Open Grotto;0xb000;Mountain Village -> Path to Snowhead;16.8979
1;0x96;0x10105;Mountain Village Spring - Tunnel Open Grotto;0xb400;Mountain Village -> Twin Islands;15.3888
1;0x97;0x10106;Twin Islands - Ramp Grotto;0x10006;Twin Islands -> Ramp Grotto;4.8763
1;0x97;0x10106;Twin Islands - Ramp Grotto;0x1450;Twin Islands -> Hot Water Grotto;15.729
1;0x97;0x10106;Twin Islands - Ramp Grotto;0x9400;Twin Islands -> Goron Village;19.0927
1;0x97;0x10106;Twin Islands - Ramp Grotto;0x9a20;Twin Islands -> Mountain Village;9.22938
1;0x97;0x10106;Twin Islands - Ramp Grotto;0xd000;Twin Islands -> Goron Racetrack;9.75411
1;0x5b;0x10107;Path To Snowhead - Tree Grotto;0x10007;Path To Snowhead -> Tree Grotto;4.81392
1;0x5b;0x10107;Path To Snowhead - Tree Grotto;0x9a40;Path to Snowhead -> Mountain Village;16.8127
1;0x5b;0x10107;Path To Snowhead - Tree Grotto;0xb200;Path to Snowhead -> Snowhead;8.06861
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x10008;Great Bay Coast -> Open Grotto;3.48274
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x1000e;Great Bay Coast -> Cow Grotto;52.4483
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x4400;Great Bay Coast -> Pinnacle Rock;37.9227
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x4a00;Great Bay Coast -> Ocean Spider House;6.99165
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x5420;Great Bay Coast -> Termina Field;25.8536
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x5800;Great Bay Coast -> Laboratory;32.1041
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x6820;Beach -> Great Bay Coast - Beach;30.4546
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x6860;Ledge -> Great Bay Coast - Ledge;40.2034
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x68a00;Great Bay Coast -> Mikau's Cutscene;11.794
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x6a00;Great Bay Coast -> Zora Cape;15.794
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x6a00;Great Bay Coast -> Zora Cape;20.2619
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x7000;Great Bay Coast -> Pirate Fortress Entrance;46.4794
1;0x37;0x10108;Great Bay Coast - Open Grotto;0x7200;Great Bay Coast -> Fisher Hut;5.88809
1;0x38;0x10109;Zora Cape - Boulder Grotto;0x10009;Zora Cape -> Boulder Grotto;3.37231
1;0x38;0x10109;Zora Cape - Boulder Grotto;0x4630;Zora Cape -> Ocean Fairy Fountain;33.8542
1;0x38;0x10109;Zora Cape - Boulder Grotto;0x6000;Zora Cape Front -> Zora's Theater Front;18.798
1;0x38;0x10109;Zora Cape - Boulder Grotto;0x6010;Zora Cape Peninsula -> Zora's Theater Back;34.285
1;0x38;0x10109;Zora Cape - Boulder Grotto;0x6810;Zora Cape -> Great Bay Coast;16.0086
1;0x38;0x10109;Zora Cape - Boulder Grotto;0x6a30;Beach -> Zora Cape - Beach;15.6086
1;0x38;0x10109;Zora Cape - Boulder Grotto;0x8c00;Zora Cape -> Great Bay Temple;40.8351
1;0x38;0x10109;Zora Cape - Boulder Grotto;0x8e00;Zora Cape -> Waterfall Rapids;61.8781
1;0x53;0x1010a;Road to Ikana - Red Boulder Grotto;0x1000a;Road to Ikana -> Red Boulder Grotto;6.63451
1;0x53;0x1010a;Road to Ikana - Red Boulder Grotto;0x2000;Road to Ikana -> Ikana Canyon;32.3413
1;0x53;0x1010a;Road to Ikana - Red Boulder Grotto;0x5440;Road to Ikana -> Termina Field;16.1686
1;0x53;0x1010a;Road to Ikana - Red Boulder Grotto;0x8000;Road to Ikana -> Ikana Graveyard;22.2429
1;0x43;0x1010b;Ikana Graveyard - Bomb Grotto;0x1000b;Ikana Graveyard -> Bomb Grotto;7.08279
1;0x43;0x1010b;Ikana Graveyard - Bomb Grotto;0x8010;Ikana Grave 3 -> Ikana Graveyard -> Ikana Grave 3;11.0555
1;0x43;0x1010b;Ikana Graveyard - Bomb Grotto;0xa00;Ikana Graveyard -> Ikana Grave 2;12.0619
1;0x43;0x1010b;Ikana Graveyard - Bomb Grotto;0xa020;Ikana Graveyard -> Road to Ikana;15.1181
1;0x43;0x1010b;Ikana Graveyard - Bomb Grotto;0xa10;Ikana Graveyard -> Ikana Grave 1;12.8195
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0x1000c;Ikana Canyon -> Open Grotto;3.94145
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0x20e0;Ikana Canyon -> Spring Water Cave;61.6011
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0x3410;Ikana Canyon -> Ikana Castle Exterior;55.0609
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0x4640;Ikana Canyon -> Ikana Fairy Fountain;58.0789
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0x8490;Waterfalls -> Southern Swamp - Waterfalls;25.4828
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0x9000;Ikana Canyon -> Beneath the Well;59.8005
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0x9800;Ikana Canyon -> Sakon Hideout;36.0567
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0x9c00;Ikana Canyon -> Ghost Hut;60.5785
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0xa010;Ikana Canyon -> Road to Ikana;22.3788
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0xa400;Ikana Canyon -> Music Box House;47.1242
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0xaa00;Ikana Canyon -> Stone Tower;64.4739
1;0x13;0x1010c;Ikana Canyon - Open Grotto;0xba00;Ikana Canyon -> Shrine;6.75345
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x10000;Termina Field -> Pillar Grotto;29.5795
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x10001;Termina Field -> Tall Grass Grotto;11.3427
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x1000d;Termina Field -> Cow Grotto;7.74781
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x1400;Termina Field -> Ocean Gossip Grotto;27.474
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x1410;Termina Field -> Swamp Gossip Grotto;10.0959
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x1420;Termina Field -> Canyon Gossip Grotto;28.6276
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x1430;Termina Field -> Mountain Gossip Grotto;39.3421
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x1470;Termina Field -> Dodongo Grotto;36.9764
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x1490;Termina Field -> Scrub Grotto;23.3396
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x14b0;Termina Field -> Bio Baba Grotto;28.8489
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x14d0;Termina Field -> Peahat Grotto;12.4796
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x3200;Termina Field -> Path to Mountain Village;52.3791
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x3e00;Termina Field -> Milk Road;17.942
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x3e40;Warp Owl -> Milk Road - Owl Statue;22.2581
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x4c10;Termina Field -> Astral Observatory;38.0241
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x4c20;Telescope -> Astral Observatory;-1
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x6800;Termina Field -> Great Bay Coast;37.0301
1;0x2d;0x1010d;Termina Field - Cow Grotto;0x7a00;Termina Field -> Road to Southern Swamp;10.5674
1;0x2d;0x1010d;Termina Field - Cow Grotto;0xa000;Termina Field -> Road to Ikana;31.1558
1;0x2d;0x1010d;Termina Field - Cow Grotto;0xd200;Termina Field -> East Clock Town;24.758
1;0x2d;0x1010d;Termina Field - Cow Grotto;0xd400;Termina Field -> West Clock Town;23.305
1;0x2d;0x1010d;Termina Field - Cow Grotto;0xd600;Termina Field -> North Clock Town;37.334
1;0x2d;0x1010d;Termina Field - Cow Grotto;0xd810;Termina Field -> South Clock Town;14.1403
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x10008;Great Bay Coast -> Open Grotto;48.3323
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x1000e;Great Bay Coast -> Cow Grotto;3.53136
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x4400;Great Bay Coast -> Pinnacle Rock;33.1481
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x4a00;Great Bay Coast -> Ocean Spider House;46.6254
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x5420;Great Bay Coast -> Termina Field;59.1607
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x5800;Great Bay Coast -> Laboratory;40.27
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x6820;Beach -> Great Bay Coast - Beach;31.4421
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x6860;Ledge -> Great Bay Coast - Ledge;32.417
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x68a00;Great Bay Coast -> Mikau's Cutscene;41.5347
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x6a00;Great Bay Coast -> Zora Cape;46.5347
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x7000;Great Bay Coast -> Pirate Fortress Entrance;18.6623
1;0x37;0x1010e;Great Bay Coast - Cow Grotto;0x7200;Great Bay Coast -> Fisher Hut;47.5426
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x10000;Termina Field -> Pillar Grotto;25.0996
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x10001;Termina Field -> Tall Grass Grotto;38.6202
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x1000d;Termina Field -> Cow Grotto;40.9138
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x1400;Termina Field -> Ocean Gossip Grotto;17.1066
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x1410;Termina Field -> Swamp Gossip Grotto;30.046
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x1420;Termina Field -> Canyon Gossip Grotto;28.0063
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x1430;Termina Field -> Mountain Gossip Grotto;3.64638
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x1470;Termina Field -> Dodongo Grotto;15.0049
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x1490;Termina Field -> Scrub Grotto;28.5645
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x14b0;Termina Field -> Bio Baba Grotto;30.8551
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x14d0;Termina Field -> Peahat Grotto;34.8493
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x3200;Termina Field -> Path to Mountain Village;23.3796
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x3e00;Termina Field -> Milk Road;41.0055
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x4c10;Termina Field -> Astral Observatory;43.3756
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x4c20;Telescope -> Astral Observatory;-1
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x6800;Termina Field -> Great Bay Coast;34.089
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0x7a00;Termina Field -> Road to Southern Swamp;45.3689
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0xa000;Termina Field -> Road to Ikana;24.2226
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0xd200;Termina Field -> East Clock Town;18.1201
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0xd400;Termina Field -> West Clock Town;18.4758
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0xd600;Termina Field -> North Clock Town;7.36969
1;0x2d;0x1010f;Termina Field - Mountain Gossip Grotto;0xd810;Termina Field -> South Clock Town;32.8268
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x10000;Termina Field -> Pillar Grotto;19.8872
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x10001;Termina Field -> Tall Grass Grotto;21.091
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x1000d;Termina Field -> Cow Grotto;29.5861
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x1400;Termina Field -> Ocean Gossip Grotto;39.715
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x1410;Termina Field -> Swamp Gossip Grotto;32.1207
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x1420;Termina Field -> Canyon Gossip Grotto;3.72805
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x1430;Termina Field -> Mountain Gossip Grotto;27.6871
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x1470;Termina Field -> Dodongo Grotto;38.6977
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x1490;Termina Field -> Scrub Grotto;9.17809
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x14b0;Termina Field -> Bio Baba Grotto;49.1195
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x14d0;Termina Field -> Peahat Grotto;32.6999
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x3200;Termina Field -> Path to Mountain Village;48.2177
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x3e00;Termina Field -> Milk Road;40.0755
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x4c10;Termina Field -> Astral Observatory;23.2475
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x4c20;Telescope -> Astral Observatory;-1
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x6800;Termina Field -> Great Bay Coast;55.3669
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0x7a00;Termina Field -> Road to Southern Swamp;30.4947
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0xa000;Termina Field -> Road to Ikana;10.1482
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0xd200;Termina Field -> East Clock Town;16.9156
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0xd400;Termina Field -> West Clock Town;42.0411
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0xd600;Termina Field -> North Clock Town;28.6547
1;0x2d;0x10110;Termina Field - Canyon Gossip Grotto;0xd810;Termina Field -> South Clock Town;37.5091
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x10000;Termina Field -> Pillar Grotto;30.6357
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x10001;Termina Field -> Tall Grass Grotto;34.9299
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x1000d;Termina Field -> Cow Grotto;38.9231
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x1400;Termina Field -> Ocean Gossip Grotto;3.68064
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x1410;Termina Field -> Swamp Gossip Grotto;33.5247
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x1420;Termina Field -> Canyon Gossip Grotto;33.4452
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x1430;Termina Field -> Mountain Gossip Grotto;10.9969
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x1470;Termina Field -> Dodongo Grotto;14.7371
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x1490;Termina Field -> Scrub Grotto;30.9276
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x14b0;Termina Field -> Bio Baba Grotto;18.0702
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x14d0;Termina Field -> Peahat Grotto;29.937
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x3200;Termina Field -> Path to Mountain Village;26.5648
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x3e00;Termina Field -> Milk Road;34.4132
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x4c10;Termina Field -> Astral Observatory;48.1819
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x4c20;Telescope -> Astral Observatory;-1
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x6800;Termina Field -> Great Bay Coast;26.0541
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0x7a00;Termina Field -> Road to Southern Swamp;39.0171
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0xa000;Termina Field -> Road to Ikana;33.197
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0xd200;Termina Field -> East Clock Town;22.846
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0xd400;Termina Field -> West Clock Town;8.93782
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0xd600;Termina Field -> North Clock Town;14.6297
1;0x2d;0x10111;Termina Field - Ocean Gossip Grotto;0xd810;Termina Field -> South Clock Town;26.1339
1;0x2d;0x10112;Termina Field - Swamp Gossip Grotto;0x10000;Termina Field -> Pillar Grotto;39.5795
1;0x2d;0x10112;Termina Field - Swamp Gossip Grotto;0x10001;Termina Field -> Tall Grass Grotto;21.3427
1;0x2d;0x10112;Termina Field - Swamp Gossip Grotto;0x1000d;Termina Field -> Cow Grotto;10.7626
1;0x2d;0x10112;Termina Field - Swamp Gossip Grotto;0x1400;Termina Field -> Ocean Gossip Grotto;37.474
1;0x2d;0x10112;Termina Field - Swamp Gossip Grotto;0x1410;Termina Field -> Swamp Gossip Grotto;3.65551
